movie_ix,movieId,category
3689,406,0
3690,691,0
3691,722,3
3692,726,0
3693,900,3
3694,948,3
3695,971,2
3696,987,0
3697,1091,1
3698,1131,2
3699,1132,2
3700,1135,0
3701,1187,3
3702,1190,0
3703,1194,0
3704,1286,0
3705,1290,4
3706,1295,3
3707,1296,3
3708,1305,3
3709,1395,0
3710,1414,1
3711,53,2
3712,1140,3
3713,1519,1
3714,1596,2
3715,1624,1
3716,1683,3
3717,1694,0
3718,1730,3
3719,72356,3
3720,74553,3
3721,3910,3
3722,6464,1
3723,7312,1
3724,26974,3
3725,74795,3
3726,83177,1
3727,901,4
3728,905,2
3729,918,3
3730,936,3
3731,945,3
3732,946,4
3733,947,2
3734,950,3
3735,3061,4
3736,3097,3
3737,3315,1
3738,3599,3
3739,3604,4
3740,3606,3
3741,3991,1
3742,4300,0
3743,4899,1
3744,5092,1
3745,5480,1
3746,5529,0
3747,5621,1
3748,6271,0
3749,6402,1
3750,6604,0
3751,6650,2
3752,6783,3
3753,7067,3
3754,7209,3
3755,7297,0
3756,7381,1
3757,8238,1
3758,8372,1
3759,8814,1
3760,8978,0
3761,25887,1
3762,26183,1
3763,26184,3
3764,26265,1
3765,26429,0
3766,26645,0
3767,27619,1
3768,27826,0
3769,31851,0
3770,31925,0
3771,32060,0
3772,32243,0
3773,32596,0
3774,33090,1
3775,33830,1
3776,34312,1
3777,34332,1
3778,35807,0
3779,37384,0
3780,37444,0
3781,40339,0
3782,40962,1
3783,41828,1
3784,42013,0
3785,42725,4
3786,42761,1
3787,44773,0
3788,44777,1
3789,44851,1
3790,46105,1
3791,47725,0
3792,47736,1
3793,48520,0
3794,48649,1
3795,48982,0
3796,49013,0
3797,49735,0
3798,50613,1
3799,50999,1
3800,51167,1
3801,51575,0
3802,53280,1
3803,53355,1
3804,53578,1
3805,55269,3
3806,58291,1
3807,60289,1
3808,60737,1
3809,62008,0
3810,64116,0
3811,65588,0
3812,66798,0
3813,66943,1
3814,67888,1
3815,69211,1
3816,69304,0
3817,69469,1
3818,69720,1
3819,70697,0
3820,72178,1
3821,72624,0
3822,72692,1
3823,72701,1
3824,73015,4
3825,73042,1
3826,73160,0
3827,73822,1
3828,74342,1
3829,74683,0
3830,74698,1
3831,76143,1
3832,76301,1
3833,77688,1
3834,78142,1
3835,78620,1
3836,79684,0
3837,79897,1
3838,80727,0
3839,81087,1
3840,81537,0
3841,82854,1
3842,83910,0
3843,83969,1
3844,84246,1
3845,84512,1
3846,84944,0
3847,85295,1
3848,85881,3
3849,86059,1
3850,86298,4
3851,87834,1
3852,88069,0
3853,88746,1
3854,88785,0
3855,88812,0
3856,89898,0
3857,90717,1
3858,91355,1
3859,91386,1
3860,91666,0
3861,92643,1
3862,93006,0
3863,93022,1
3864,94661,0
3865,95633,1
3866,95843,1
3867,96608,1
3868,96935,1
3869,97836,0
3870,98279,1
3871,99117,0
3872,99122,0
3873,99130,0
3874,99853,0
3875,100390,0
3876,100507,0
3877,101283,0
3878,102378,1
3879,102686,0
3880,102747,0
3881,102984,1
3882,103602,1
3883,104339,0
3884,104875,0
3885,105540,1
3886,105746,1
3887,106594,1
3888,106927,0
3889,107951,1
3890,108078,1
3891,108949,0
3892,109241,1
3893,109596,0
3894,111146,1
3895,113252,3
3896,113453,0
3897,115111,0
3898,116718,0
3899,116738,0
3900,116817,1
3901,117109,1
3902,118270,1
3903,118530,1
3904,118572,0
3905,118834,1
3906,118862,0
3907,118894,1
3908,119714,0
3909,120813,1
3910,121007,0
3911,121097,1
3912,121338,1
3913,121342,0
3914,121469,1
3915,121781,1
3916,122092,1
3917,124273,1
3918,124404,1
3919,125970,0
3920,125974,3
3921,126088,1
3922,126577,0
3923,126921,1
3924,127052,3
3925,127134,0
3926,128087,1
3927,128089,1
3928,128366,0
3929,128594,0
3930,128852,0
3931,128944,0
3932,128968,1
3933,129011,0
3934,129354,0
3935,130452,0
3936,130518,0
3937,130520,0
3938,131098,1
3939,131104,1
3940,131130,1
3941,131439,0
3942,131610,1
3943,131826,0
3944,132153,1
3945,132422,1
3946,132496,1
3947,132584,0
3948,132800,0
3949,133712,0
3950,133867,1
3951,133879,0
3952,134004,1
3953,134334,1
3954,134847,1
3955,135777,1
3956,135937,0
3957,136341,1
3958,136353,1
3959,136355,1
3960,136359,1
3961,136503,1
3962,136834,1
3963,139157,1
3964,139640,1
3965,139994,0
3966,140133,1
3967,140481,1
3968,140541,0
3969,140561,0
3970,140711,1
3971,141513,0
3972,141544,3
3973,141646,0
3974,141830,3
3975,141928,1
3976,142196,1
3977,142444,1
3978,142550,1
3979,142831,1
3980,143031,1
3981,143559,1
3982,144222,0
3983,145491,0
3984,146244,0
3985,146684,1
3986,146986,0
3987,147410,1
3988,147936,1
3989,148632,1
3990,148775,0
3991,149350,1
3992,149352,4
3993,149508,1
3994,149566,1
3995,150554,1
3996,153386,0
3997,153408,0
3998,155589,0
3999,156025,1
4000,156781,0
4001,157296,0
4002,157775,1
4003,158398,1
4004,158882,1
4005,159069,1
4006,160567,3
4007,163527,0
4008,164200,1
4009,164226,1
4010,164707,0
4011,167018,3
4012,167380,1
4013,167772,4
4014,167854,1
4015,169912,0
4016,170837,0
4017,170993,0
4018,171751,0
4019,171811,0
4020,172321,3
4021,173253,0
4022,174681,0
4023,176621,3
4024,176805,0
4025,177185,1
4026,177765,4
4027,179211,0
4028,181065,0
4029,182293,0
4030,182297,0
4031,182299,0
4032,182731,1
4033,184349,0
4034,184791,1
4035,68,1
4036,81,0
4037,85,2
4038,116,4
4039,581,3
4040,617,0
4041,735,2
4042,766,0
4043,791,3
4044,896,1
4045,1034,0
4046,1116,3
4047,1137,3
4048,1144,3
4049,1366,2
4050,1411,2
4051,1417,0
4052,384,0
4053,464,1
4054,533,0
4055,1241,3
4056,1321,3
4057,1337,3
4058,1340,0
4059,1760,1
4060,1771,0
4061,1974,1
4062,1981,1
4063,2117,3
4064,2122,0
4065,2138,2
4066,2298,0
4067,2419,3
4068,2456,1
4069,2522,0
4070,2625,0
4071,2651,1
4072,2782,0
4073,2784,0
4074,2790,1
4075,2817,1
4076,2868,1
4077,2992,0
4078,3013,0
4079,3018,0
4080,3153,3
4081,3182,3
4082,3267,4
4083,3563,1
4084,3727,2
4085,3768,1
4086,3810,0
4087,3840,1
4088,4092,1
4089,4109,1
4090,4214,0
4091,4254,1
4092,4304,3
4093,4316,1
4094,4438,0
4095,4587,1
4096,4599,1
4097,4624,0
4098,4645,3
4099,4661,0
4100,4678,3
4101,4774,1
4102,4800,0
4103,4850,0
4104,4909,1
4105,4987,1
4106,5165,3
4107,5294,2
4108,5346,1
4109,5438,0
4110,5479,4
4111,5588,0
4112,5640,0
4113,5650,4
4114,5749,0
4115,6203,1
4116,6219,0
4117,6283,2
4118,6327,3
4119,6375,2
4120,6395,0
4121,6461,3
4122,6620,2
4123,6629,3
4124,6638,1
4125,6678,0
4126,6731,3
4127,6744,1
4128,6820,3
4129,6963,3
4130,7118,3
4131,7308,0
4132,7492,0
4133,7561,0
4134,7650,0
4135,7802,2
4136,8016,3
4137,8147,0
4138,8266,0
4139,8426,0
4140,8501,3
4141,8507,0
4142,8581,3
4143,27317,3
4144,27873,0
4145,2114,3
4146,2398,3
4147,54190,4
4148,1606,1
4149,2103,1
4150,1529,0
4151,1659,3
4152,2280,0
4153,2600,3
4154,3071,4
4155,3690,1
4156,4126,3
4157,4732,1
4158,4954,4
4159,5027,0
4160,5072,2
4161,5246,1
4162,5247,0
4163,5619,3
4164,5792,4
4165,6051,2
4166,6288,3
4167,6367,1
4168,1942,2
4169,3819,0
4170,5109,4
4171,5420,1
4172,71745,1
4173,79139,4
4174,1958,3
4175,2262,0
4176,3244,3
4177,5380,4
4178,6183,4
4179,6785,4
4180,233,3
4181,2337,3
4182,3179,0
4183,4873,2
4184,7367,0
4185,50912,0
4186,57522,0
4187,58972,0
4188,59022,0
4189,62553,0
4190,64114,1
4191,65088,4
4192,65577,0
4193,65802,1
4194,69140,0
4195,70728,3
4196,77206,0
4197,77427,1
4198,79572,1
4199,80572,0
4200,80586,0
4201,81156,3
4202,81819,3
4203,86014,0
4204,86815,0
4205,87194,0
4206,88108,0
4207,90890,0
4208,91126,0
4209,91653,0
4210,91671,1
4211,91976,0
4212,96728,2
4213,99764,3
4214,106766,3
4215,116799,3
4216,132046,1
4217,134881,3
4218,938,3
4219,1833,0
4220,2325,3
4221,2551,3
4222,2837,0
4223,3163,3
4224,3325,0
4225,3719,3
4226,3746,3
4227,4476,1
4228,4663,1
4229,4676,1
4230,4740,0
4231,4912,3
4232,4941,0
4233,5460,3
4234,6012,1
4235,6030,0
4236,6060,0
4237,6169,1
4238,6579,4
4239,7034,4
4240,7036,0
4241,7050,0
4242,7380,4
4243,8643,1
4244,8796,0
4245,25937,0
4246,32300,0
4247,45175,3
4248,53466,1
4249,54780,0
4250,69988,0
4251,80584,0
4252,85401,1
4253,93805,0
4254,94015,4
4255,94150,0
4256,94833,4
4257,213,3
4258,665,3
4259,935,3
4260,1111,3
4261,1178,2
4262,1354,3
4263,2131,3
4264,2495,0
4265,2931,3
4266,3306,3
4267,3310,3
4268,3592,0
4269,3629,3
4270,3677,3
4271,3687,0
4272,3742,3
4273,3821,1
4274,4325,0
4275,4788,0
4276,5373,0
4277,5888,0
4278,5889,0
4279,5912,0
4280,6187,3
4281,6433,0
4282,6643,0
4283,6777,3
4284,6985,3
4285,7347,4
4286,7371,2
4287,8025,0
4288,8033,3
4289,8197,0
4290,8511,0
4291,8638,3
4292,8656,0
4293,9010,3
4294,26082,3
4295,26150,0
4296,26236,0
4297,26237,0
4298,26347,0
4299,26471,2
4300,26587,0
4301,26662,2
4302,26849,0
4303,26903,4
4304,27134,0
4305,27803,2
4306,27815,4
4307,27834,3
4308,30803,3
4309,32892,1
4310,33124,0
4311,36363,0
4312,36401,0
4313,38159,0
4314,42191,0
4315,48872,0
4316,56060,0
4317,57183,3
4318,57504,2
4319,58425,3
4320,58554,4
4321,60904,0
4322,63515,0
4323,64993,0
4324,66371,2
4325,67923,0
4326,69134,0
4327,69529,0
4328,69685,0
4329,72104,0
4330,73881,4
4331,74324,3
4332,74727,0
4333,75341,0
4334,79333,0
4335,80124,0
4336,84156,0
4337,84844,0
4338,85316,0
4339,85736,3
4340,86066,0
4341,86320,1
4342,86347,4
4343,88235,0
4344,88345,0
4345,91261,0
4346,93790,0
4347,95175,0
4348,95311,0
4349,95313,0
4350,95377,3
4351,95654,3
4352,96020,0
4353,96373,0
4354,98604,0
4355,99145,0
4356,100302,0
4357,100553,0
4358,101088,0
4359,101962,4
4360,102602,0
4361,102666,0
4362,103235,3
4363,104780,0
4364,105593,0
4365,107159,0
4366,107408,0
4367,107410,0
4368,107412,0
4369,108540,0
4370,108727,0
4371,108981,0
4372,109633,0
4373,110586,0
4374,111622,3
4375,116411,0
4376,117444,0
4377,118166,0
4378,118888,0
4379,118896,0
4380,118985,0
4381,120138,0
4382,120478,0
4383,120625,0
4384,126090,0
4385,126426,0
4386,126430,3
4387,127098,2
4388,129514,0
4389,130970,0
4390,130976,0
4391,130978,0
4392,131237,0
4393,133716,0
4394,134041,0
4395,134095,0
4396,134109,0
4397,134184,0
4398,134252,0
4399,134326,0
4400,134849,0
4401,136445,0
4402,136447,0
4403,138835,0
4404,140038,0
4405,140265,0
4406,141810,0
4407,141816,0
4408,141818,0
4409,141820,0
4410,141836,0
4411,141844,0
4412,142020,0
4413,143511,0
4414,145994,0
4415,146028,0
4416,147196,0
4417,147250,0
4418,147282,0
4419,147286,0
4420,147300,0
4421,147326,0
4422,147328,0
4423,147330,0
4424,151769,0
4425,152591,0
4426,158402,0
4427,159811,0
4428,163072,0
4429,163112,0
4430,163134,0
4431,163386,0
4432,163925,0
4433,165959,0
4434,166183,0
4435,170411,0
4436,170597,0
4437,170777,0
4438,171749,0
4439,172577,0
4440,172583,0
4441,172585,0
4442,172587,0
4443,172589,0
4444,172637,0
4445,172793,0
4446,172825,0
4447,172909,0
4448,173351,0
4449,173355,0
4450,173535,0
4451,173619,0
4452,173963,0
4453,174551,0
4454,175293,0
4455,175387,0
4456,175397,0
4457,175401,0
4458,175431,0
4459,175435,0
4460,178613,0
4461,179133,0
4462,99636,4
4463,156,3
4464,1684,3
4465,2585,4
4466,3795,3
4467,4024,1
4468,4159,1
4469,4889,0
4470,4976,4
4471,4994,4
4472,5011,3
4473,5034,3
4474,5051,0
4475,5135,2
4476,5303,0
4477,5309,1
4478,5316,0
4479,5391,4
4480,5450,0
4481,5466,3
4482,5881,3
4483,6049,3
4484,283,3
4485,346,3
4486,528,0
4487,7096,3
4488,26171,3
4489,40870,3
4490,1856,3
4491,2447,3
4492,3979,1
4493,4228,1
4494,4247,1
4495,4649,3
4496,4900,0
4497,5025,0
4498,5363,1
4499,5501,1
4500,5524,0
4501,5564,1
4502,5942,0
4503,6003,4
4504,6482,1
4505,7225,0
4506,7285,3
4507,7439,0
4508,8531,0
4509,32298,1
4510,34520,1
4511,34530,1
4512,40581,0
4513,42007,0
4514,44840,1
4515,44972,1
4516,47640,0
4517,48322,3
4518,49396,3
4519,54732,0
4520,55245,0
4521,55261,0
4522,55872,3
4523,56805,3
4524,58156,0
4525,59143,0
4526,61255,0
4527,62439,3
4528,63479,0
4529,65585,0
4530,69436,1
4531,70565,0
4532,70641,1
4533,71205,1
4534,71668,0
4535,71838,0
4536,73929,0
4537,74275,1
4538,74532,1
4539,78174,1
4540,78209,4
4541,79428,0
4542,80139,3
4543,82852,1
4544,85022,0
4545,85367,1
4546,87483,0
4547,87529,0
4548,87867,1
4549,91323,0
4550,92264,1
4551,93270,1
4552,93443,3
4553,93831,1
4554,94478,1
4555,94953,0
4556,95720,1
4557,96616,0
4558,97172,0
4559,98083,0
4560,99007,4
4561,100083,0
4562,100194,0
4563,101142,4
4564,102720,0
4565,104218,0
4566,104644,1
4567,104925,0
4568,109282,0
4569,110669,0
4570,110771,0
4571,110773,1
4572,111375,0
4573,112497,1
4574,116977,1
4575,118930,0
4576,119153,0
4577,121372,0
4578,121374,0
4579,121715,0
4580,123200,0
4581,127116,0
4582,127152,3
4583,127390,0
4584,128097,0
4585,128099,0
4586,128914,0
4587,128975,1
4588,129737,1
4589,130087,0
4590,134861,0
4591,135137,1
4592,135436,4
4593,136443,0
4594,136471,0
4595,136511,0
4596,136598,1
4597,142422,0
4598,144606,0
4599,148652,0
4600,148956,0
4601,155509,3
4602,155812,0
4603,156609,1
4604,157312,1
4605,157699,4
4606,158813,1
4607,159161,0
4608,159441,0
4609,159755,0
4610,160080,1
4611,160271,0
4612,160289,0
4613,161024,0
4614,161580,0
4615,162344,0
4616,162478,0
4617,162602,0
4618,165103,3
4619,165483,0
4620,165645,1
4621,165671,0
4622,165843,0
4623,165947,0
4624,166461,1
4625,167634,0
4626,167746,2
4627,168144,0
4628,168326,3
4629,168418,4
4630,168632,0
4631,168846,0
4632,170357,0
4633,170399,0
4634,170401,0
4635,170813,1
4636,170817,0
4637,170897,0
4638,170937,0
4639,170957,0
4640,171251,0
4641,171631,0
4642,171867,0
4643,171891,0
4644,172215,0
4645,172547,4
4646,173255,0
4647,174045,0
4648,174815,0
4649,175577,0
4650,176329,0
4651,178323,0
4652,179427,0
4653,179953,0
4654,180265,0
4655,181139,0
4656,181659,0
4657,182749,0
4658,183197,0
4659,183227,0
4660,183959,0
4661,184015,0
4662,184257,0
4663,71,1
4664,779,4
4665,1043,1
4666,1589,4
4667,1600,0
4668,1735,4
4669,1829,0
4670,1897,3
4671,2132,2
4672,2166,0
4673,2331,0
4674,2475,3
4675,2749,3
4676,2764,2
4677,2844,1
4678,2969,3
4679,3099,3
4680,3103,0
4681,3217,3
4682,3251,3
4683,3296,2
4684,3537,3
4685,3546,3
4686,3831,4
4687,4003,0
4688,4063,0
4689,4083,3
4690,4130,1
4691,127198,3
4692,141718,0
4693,167732,0
4694,487,0
4695,2772,0
4696,4792,3
4697,62383,4
4698,73,3
4699,656,0
4700,46337,0
4701,66511,4
4702,85020,0
4703,95105,4
4704,99112,4
4705,103984,4
4706,108689,1
4707,109846,0
4708,110718,0
4709,110730,1
4710,112868,4
4711,114184,0
4712,114795,0
4713,117533,0
4714,117887,2
4715,120635,1
4716,127184,0
4717,128488,0
4718,130578,0
4719,131023,4
4720,131714,0
4721,135532,4
4722,136562,3
4723,136666,1
4724,138210,4
4725,141004,0
4726,165551,4
4727,52319,2
4728,70599,4
4729,71530,1
4730,77866,1
4731,95088,3
4732,96737,3
4733,97306,3
4734,112515,3
4735,115122,2
4736,121231,2
4737,144976,3
4738,69306,0
4739,81782,4
4740,112171,0
4741,143458,4
4742,501,3
4743,1844,3
4744,3342,3
4745,4082,0
4746,4738,3
4747,4864,0
4748,5088,3
4749,6902,3
4750,7008,3
4751,7265,3
4752,8254,3
4753,26681,3
4754,27022,0
4755,27482,0
4756,33201,0
4757,40148,0
4758,43836,1
4759,45440,3
4760,50842,3
4761,55278,3
4762,58301,3
4763,63276,3
4764,65130,3
4765,65642,3
4766,67695,1
4767,69516,1
4768,71304,3
4769,71429,0
4770,71520,0
4771,73488,1
4772,75985,0
4773,78218,0
4774,79553,0
4775,84952,0
4776,86721,3
4777,89190,1
4778,90403,0
4779,91470,0
4780,91690,0
4781,91947,0
4782,92694,3
4783,93855,0
4784,94931,0
4785,95690,0
4786,95761,0
4787,98607,3
4788,99437,0
4789,100882,4
4790,101112,0
4791,107630,0
4792,110330,3
4793,110882,3
4794,112623,3
4795,117466,0
4796,122890,0
4797,127096,4
4798,130490,1
4799,131749,0
4800,131920,0
4801,133217,0
4802,133771,2
4803,135567,1
4804,139855,0
4805,141408,0
4806,142420,0
4807,142456,0
4808,142509,0
4809,147142,0
4810,149144,0
4811,149146,0
4812,149830,0
4813,149902,1
4814,151455,1
4815,151695,0
4816,152083,0
4817,152091,0
4818,152284,0
4819,152970,2
4820,155064,0
4821,156371,2
4822,156387,3
4823,158783,0
4824,159415,0
4825,159717,0
4826,160563,0
4827,161634,3
4828,161966,0
4829,162082,0
4830,162578,4
4831,164881,1
4832,167790,0
4833,168266,3
4834,1066,2
4835,5159,4
4836,6093,4
4837,37830,4
4838,5959,0
4839,390,3
4840,567,1
4841,1318,0
4842,1554,1
4843,2729,3
4844,3067,3
4845,4168,0
4846,5284,0
4847,5508,3
4848,5969,0
4849,5970,0
4850,5992,3
4851,6251,0
4852,6291,3
4853,6774,3
4854,7773,4
4855,8973,3
4856,26776,2
4857,27731,3
4858,44694,3
4859,48082,2
4860,393,1
4861,893,3
4862,1422,0
4863,1483,0
4864,2798,1
4865,3102,3
4866,3327,3
4867,3812,3
4868,4037,3
4869,4066,0
4870,4467,2
4871,4553,4
4872,4613,1
4873,4634,3
4874,4812,1
4875,132,1
4876,188,0
4877,1949,2
4878,2330,3
4879,2940,3
4880,3679,3
4881,5177,3
4882,5385,3
4883,6986,0
4884,6987,3
4885,7171,3
4886,7762,3
4887,26084,3
4888,2582,0
4889,2924,2
4890,59103,0
4891,8640,1
4892,373,3
4893,1344,2
4894,1401,4
4895,1465,0
4896,1661,0
4897,1727,3
4898,1950,2
4899,1957,3
4900,2070,3
4901,2077,3
4902,2344,3
4903,2561,0
4904,2590,0
4905,2682,3
4906,2775,0
4907,2819,2
4908,2889,4
4909,2996,0
4910,3011,3
4911,3055,3
4912,3093,3
4913,3117,3
4914,3185,0
4915,3372,3
4916,3557,1
4917,3597,0
4918,3684,0
4919,3737,0
4920,3873,0
4921,3906,0
4922,3983,2
4923,3985,3
4924,3998,4
4925,4031,0
4926,4035,0
4927,4042,0
4928,4056,0
4929,4167,0
4930,4187,4
4931,4225,3
4932,4234,0
4933,4243,0
4934,4259,3
4935,4265,0
4936,4337,0
4937,4339,3
4938,4368,1
4939,4534,0
4940,4535,4
4941,4703,4
4942,4719,0
4943,4727,0
4944,4736,1
4945,4795,0
4946,4799,0
4947,4822,1
4948,4836,0
4949,4857,4
4950,4866,4
4951,4921,3
4952,4991,0
4953,5016,3
4954,5102,0
4955,5107,0
4956,5187,3
4957,5256,0
4958,5282,0
4959,5338,0
4960,5357,0
4961,5358,0
4962,5435,0
4963,5506,0
4964,5563,0
4965,5611,0
4966,5699,0
4967,5873,4
4968,5879,1
4969,5899,3
4970,5947,0
4971,6185,0
4972,6213,1
4973,6246,0
4974,6279,0
4975,6299,3
4976,6386,0
4977,6448,3
4978,6669,3
4979,6808,4
4980,6950,3
4981,7076,3
4982,7161,1
4983,7324,4
4984,8121,0
4985,8199,0
4986,26172,0
4987,26865,3
4988,27821,0
4989,31700,0
4990,32017,0
4991,34334,1
4992,34534,4
4993,37727,0
4994,39307,0
4995,42009,1
4996,42730,0
4997,43917,0
4998,44399,1
4999,47044,1
5000,49524,0
5001,49910,4
5002,6332,1
5003,6619,1
5004,7255,4
5005,7316,1
5006,8827,3
5007,32289,3
5008,36525,3
5009,78316,3
5010,103606,1
5011,27416,4
5012,98243,4
5013,160718,4
5014,1334,1
5015,2038,0
5016,2091,0
5017,9,1
5018,75,1
5019,634,1
5020,813,0
5021,840,0
5022,885,0
5023,1432,1
5024,36535,3
5025,56715,2
5026,64034,4
5027,81456,0
5028,85885,4
5029,100843,0
5030,101973,0
5031,105355,0
5032,112454,0
5033,133780,0
5034,138396,0
5035,152270,0
5036,173145,4
5037,177615,3
5038,179709,0
5039,86644,3
5040,130634,0
5041,1516,0
5042,2879,0
5043,2880,0
5044,3286,1
5045,3287,0
5046,3618,3
5047,425,0
5048,764,3
5049,869,0
5050,1078,3
5051,1162,0
5052,1264,3
5053,1836,3
5054,1948,3
5055,2130,3
5056,2239,2
5057,2247,0
5058,2290,3
5059,2349,3
5060,2361,1
5061,2511,3
5062,2734,3
5063,2750,3
5064,2779,3
5065,2863,2
5066,2946,3
5067,2970,3
5068,3028,0
5069,3076,0
5070,3096,3
5071,3130,0
5072,3134,3
5073,3141,1
5074,3167,3
5075,3200,3
5076,3223,0
5077,3224,3
5078,3283,0
5079,3341,3
5080,3467,3
5081,3473,3
5082,3492,0
5083,3503,2
5084,3506,1
5085,4205,0
5086,4784,0
5087,5637,3
5088,5788,0
5089,5847,0
5090,6509,3
5091,6658,4
5092,6684,3
5093,7089,3
5094,7107,0
5095,8128,2
5096,8571,0
5097,8614,0
5098,26313,0
5099,31038,0
5100,2392,1
5101,27674,0
5102,55391,0
5103,66320,0
5104,242,3
5105,718,3
5106,990,1
5107,1107,0
5108,1163,1
5109,1627,3
5110,1713,0
5111,1969,1
5112,1979,0
5113,2051,0
5114,2126,0
5115,2162,1
5116,2210,0
5117,2252,0
5118,2314,3
5119,2364,1
5120,2367,1
5121,2531,1
5122,2745,3
5123,2748,1
5124,2769,0
5125,2789,0
5126,2818,1
5127,2977,4
5128,2986,1
5129,3357,3
5130,3572,1
5131,3616,1
5132,3649,0
5133,3858,3
5134,3864,1
5135,3877,1
5136,4055,3
5137,4450,0
5138,4735,1
5139,6250,1
5140,6319,1
5141,6322,4
5142,6538,3
5143,5643,0
5144,45732,1
5145,1821,0
5146,1837,0
5147,3404,4
5148,4440,4
5149,5415,0
5150,5485,0
5151,5527,3
5152,5530,1
5153,5993,0
5154,6480,0
5155,4406,2
5156,7333,3
5157,7934,2
5158,26078,3
5159,26131,3
5160,33564,3
5161,2017,0
5162,2084,1
5163,4142,0
5164,4193,0
5165,4373,4
5166,4867,0
5167,4936,4
5168,4951,4
5169,5222,0
5170,5472,0
5171,5941,0
5172,6005,0
5173,6252,1
5174,6324,0
5175,6339,3
5176,6568,0
5177,7045,0
5178,7060,3
5179,7080,4
5180,7614,4
5181,8008,4
5182,1051,3
5183,1454,3
5184,2526,1
5185,5410,0
5186,7259,1
5187,8362,0
5188,8911,4
5189,33880,3
5190,39427,0
5191,43904,1
5192,44613,4
5193,47382,4
5194,1929,3
5195,1931,3
5196,1936,3
5197,1938,3
5198,2013,0
5199,2176,3
5200,2847,0
5201,3364,3
5202,3564,1
5203,3801,3
5204,3909,1
5205,3964,0
5206,4920,3
5207,5264,1
5208,5387,4
5209,6212,1
5210,6412,3
5211,6429,0
5212,6483,1
5213,6624,1
5214,6856,3
5215,7054,0
5216,7065,0
5217,7078,4
5218,7121,2
5219,7164,0
5220,7215,3
5221,7222,0
5222,7243,0
5223,7302,0
5224,7366,0
5225,7369,1
5226,7728,3
5227,8600,0
5228,8609,0
5229,8695,0
5230,8718,3
5231,8860,0
5232,8948,0
5233,9008,0
5234,25746,0
5235,25750,0
5236,25771,2
5237,25797,0
5238,25827,0
5239,25856,0
5240,25906,3
5241,27772,1
5242,31297,0
5243,33499,0
5244,33669,1
5245,34336,1
5246,35957,0
5247,39449,1
5248,40826,3
5249,42011,1
5250,42015,0
5251,43560,0
5252,45081,0
5253,46974,0
5254,48412,0
5255,48593,0
5256,49389,0
5257,51925,0
5258,51939,0
5259,52694,0
5260,56176,1
5261,60161,3
5262,61406,3
5263,63853,3
5264,65261,2
5265,66297,3
5266,67788,0
5267,70159,0
5268,71970,0
5269,72731,0
5270,72733,3
5271,77846,3
5272,78574,3
5273,80126,0
5274,83132,0
5275,86487,3
5276,89804,3
5277,89939,3
5278,90647,4
5279,93008,3
5280,95558,3
5281,98154,4
5282,123545,0
5283,5665,1
5284,6380,3
5285,33903,2
5286,725,0
5287,169,1
5288,453,1
5289,97,3
5290,166,0
5291,600,0
5292,760,3
5293,1437,3
5294,1447,3
5295,1546,0
5296,1598,1
5297,1611,3
5298,1649,0
5299,1695,3
5300,1827,3
5301,1941,0
5302,2022,3
5303,2025,2
5304,2181,3
5305,2295,3
5306,2474,3
5307,2563,3
5308,2607,3
5309,2691,3
5310,2696,3
5311,2765,0
5312,2971,3
5313,2976,3
5314,3003,3
5315,3078,3
5316,3150,0
5317,3158,3
5318,3323,0
5319,3474,0
5320,3521,3
5321,3598,0
5322,3747,0
5323,3761,0
5324,3862,3
5325,3879,1
5326,3888,0
5327,3895,1
5328,3915,3
5329,3925,2
5330,3947,3
5331,3955,1
5332,3992,3
5333,3993,0
5334,4032,0
5335,4052,4
5336,4133,1
5337,4146,0
5338,4152,3
5339,4157,3
5340,4160,3
5341,4178,3
5342,4275,0
5343,4305,1
5344,4307,3
5345,4313,0
5346,4350,3
5347,4389,0
5348,4407,3
5349,4439,3
5350,4452,0
5351,4628,0
5352,4640,3
5353,4642,2
5354,4644,0
5355,4699,0
5356,4723,1
5357,4770,0
5358,4811,0
5359,4815,0
5360,4826,3
5361,4849,3
5362,4879,0
5363,4888,3
5364,4898,0
5365,4911,0
5366,4919,3
5367,4959,0
5368,4978,3
5369,5046,0
5370,5062,0
5371,5083,0
5372,5095,3
5373,5131,0
5374,5155,3
5375,5298,3
5376,5323,1
5377,5325,3
5378,5347,0
5379,5379,2
5380,5421,3
5381,5423,0
5382,5425,3
5383,5427,0
5384,5486,1
5385,5498,3
5386,5522,3
5387,5609,1
5388,5612,0
5389,5615,0
5390,5646,3
5391,5666,4
5392,5668,0
5393,5680,0
5394,5684,0
5395,5772,2
5396,5809,3
5397,5818,3
5398,5999,0
5399,6002,0
5400,6041,3
5401,6062,0
5402,6067,0
5403,6192,3
5404,6215,0
5405,6217,0
5406,6264,1
5407,6285,0
5408,6294,1
5409,6330,0
5410,6334,3
5411,6335,3
5412,6341,3
5413,6551,0
5414,6571,0
5415,6572,0
5416,6588,0
5417,6645,2
5418,6679,0
5419,6688,0
5420,6881,3
5421,6890,4
5422,6932,3
5423,6969,3
5424,6971,0
5425,6978,3
5426,7038,0
5427,7264,0
5428,7299,3
5429,7352,3
5430,7354,0
5431,7449,0
5432,7698,3
5433,8042,3
5434,1582,1
5435,2457,3
5436,2534,1
5437,3573,1
5438,3726,3
5439,68959,1
5440,70533,3
5441,74754,3
5442,84187,0
5443,103210,1
5444,104303,1
5445,106873,0
