book_ix,book_id,goodreads_book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
3522,6607,31491,451530306,9780451530300.0,"D.H. Lawrence, Daphne Merkin",1915.0,The Rainbow,The Rainbow,eng,3.67,14044,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3523,7135,11908,143039571,9780143039570.0,"Saul Bellow, Christopher Hitchens",1953.0,The Adventures of Augie March,The Adventures of Augie March,,3.84,12830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3524,8565,115476,486424529,9780486424520.0,Joseph Conrad,1904.0,Nostromo: a Tale of the Seaboard,Nostromo,eng,3.81,11478,https://images.gr-assets.com/books/1328865264m/115476.jpg,https://images.gr-assets.com/books/1328865264s/115476.jpg
3525,9173,27298,743428188,9780743428190.0,Indu Sundaresan,2002.0,The Twentieth Wife,"The Twentieth Wife (Taj Mahal Trilogy, #1)",en-US,4.03,9873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3526,5604,38855,067975833X,9780679758330.0,Tony Horwitz,1998.0,Confederates in the Attic: Dispatches from the Unfinished Civil War,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng,4.08,16792,https://images.gr-assets.com/books/1428284996m/38855.jpg,https://images.gr-assets.com/books/1428284996s/38855.jpg
3527,4214,785453,440418518,9780440418510.0,Linda Sue Park,2001.0,A Single Shard,A Single Shard,eng,3.87,27345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3528,8010,24271,440229081,9780440229090.0,David Almond,1998.0,Skellig,"Skellig (Skellig, #1)",eng,3.77,13778,https://images.gr-assets.com/books/1320460285m/24271.jpg,https://images.gr-assets.com/books/1320460285s/24271.jpg
3529,5589,69392,440420059,9780440420060.0,Jerry Spinelli,2003.0,Milkweed,Milkweed,eng,4.0,19461,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3530,8153,37187,763618985,9780763618990.0,Kate DiCamillo,2001.0,The Tiger Rising,The Tiger Rising,eng,3.78,14832,https://images.gr-assets.com/books/1479692331m/37187.jpg,https://images.gr-assets.com/books/1479692331s/37187.jpg
3531,2039,133526,670175919,9780670175920.0,Robert McCloskey,1948.0,Blueberries for Sal,Blueberries for Sal,eng,4.18,58571,https://images.gr-assets.com/books/1363586056m/133526.jpg,https://images.gr-assets.com/books/1363586056s/133526.jpg
3532,7969,84351,045121742X,9780451217420.0,Lauren Willig,2004.0,,"The Secret History of the Pink Carnation (Pink Carnation, #1)",en-US,3.69,17367,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3533,2091,762053,051513628X,9780515136290.0,Nora Roberts,2003.0,"Key of Light (Key Trilogy, #1)","Key of Light (Key Trilogy, #1)",eng,4.16,48805,https://images.gr-assets.com/books/1178133365m/762053.jpg,https://images.gr-assets.com/books/1178133365s/762053.jpg
3534,716,531350,446579920,9780446579930.0,Nicholas Sparks,2007.0,The Choice,The Choice,en-US,3.99,93479,https://images.gr-assets.com/books/1385739133m/531350.jpg,https://images.gr-assets.com/books/1385739133s/531350.jpg
3535,422,862041,545044251,9780545044260.0,J.K. Rowling,1998.0,Complete Harry Potter Boxed Set,"Harry Potter Boxset (Harry Potter, #1-7)",eng,4.74,190050,https://images.gr-assets.com/books/1392579059m/862041.jpg,https://images.gr-assets.com/books/1392579059s/862041.jpg
3536,9199,127249,345476131,9780345476140.0,Steve Berry,2005.0,The Third Secret,The Third Secret,eng,3.84,10809,https://images.gr-assets.com/books/1320437464m/127249.jpg,https://images.gr-assets.com/books/1320437464s/127249.jpg
3537,615,22205,142501557,9780142501560.0,Sarah Dessen,2002.0,This Lullaby,This Lullaby,eng,4.03,151829,https://images.gr-assets.com/books/1397779294m/22205.jpg,https://images.gr-assets.com/books/1397779294s/22205.jpg
3538,1215,816953,142401773,9780142401770.0,Sarah Dessen,1998.0,Someone Like You,Someone Like You,eng,3.94,84358,https://images.gr-assets.com/books/1336001301m/816953.jpg,https://images.gr-assets.com/books/1336001301s/816953.jpg
3539,2870,104379,670061107,9780670061100.0,Sarah Dessen,1996.0,That Summer,That Summer,eng,3.49,43723,https://images.gr-assets.com/books/1309197116m/104379.jpg,https://images.gr-assets.com/books/1309197116s/104379.jpg
3540,4598,45220,451160312,9780451160320.0,"Hannah  Green, Joanne Greenberg",1964.0,I Never Promised You a Rose Garden,I Never Promised You a Rose Garden,eng,3.85,22420,https://images.gr-assets.com/books/1309209871m/45220.jpg,https://images.gr-assets.com/books/1309209871s/45220.jpg
3541,4888,659622,067172942X,9780671729420.0,V.C. Andrews,1987.0,Garden of Shadows,"Garden of Shadows (Dollanganger, #5)",eng,3.88,23139,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3542,7785,397456,671670689,9780671670690.0,V.C. Andrews,1990.0,Dawn ,"Dawn (Cutler, #1)",eng,3.87,13674,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3543,6014,805023,671729462,9780671729460.0,V.C. Andrews,1982.0,My Sweet Audrina,"My Sweet Audrina (Audrina, #1)",,3.92,18549,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3544,8728,563458,671729403,9780671729400.0,V.C. Andrews,1984.0,"Fallen Hearts (Casteel, #3)","Fallen Hearts (Casteel, #3)",eng,3.89,12450,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3545,4052,659612,671729489,9780671729490.0,V.C. Andrews,1984.0,Seeds of Yesterday,"Seeds of Yesterday (Dollanganger, #4)",en-US,3.81,27307,https://images.gr-assets.com/books/1321685100m/659612.jpg,https://images.gr-assets.com/books/1321685100s/659612.jpg
3546,6182,787660,671729446,9780671729450.0,V.C. Andrews,1985.0,Heaven,"Heaven (Casteel, #1)",eng,4.01,17289,https://images.gr-assets.com/books/1321683934m/787660.jpg,https://images.gr-assets.com/books/1321683934s/787660.jpg
3547,7410,397466,067172939X,9780671729390.0,V.C. Andrews,1986.0,Dark Angel,"Dark Angel (Casteel, #2)",eng,3.96,14720,https://images.gr-assets.com/books/1322289444m/397466.jpg,https://images.gr-assets.com/books/1322289444s/397466.jpg
3548,1422,106134,439706408,9780439706410.0,"Jeff Smith, Steve Hamaker",1993.0,Out from Boneville,"Out from Boneville (Bone, #1)",eng,4.16,62330,https://images.gr-assets.com/books/1327921261m/106134.jpg,https://images.gr-assets.com/books/1327921261s/106134.jpg
3549,8752,829313,671725823,9780671725820.0,"Miles Davis, Quincy Troupe",1989.0,Miles: The Autobiography,Miles: The Autobiography,en-US,4.18,8827,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3550,2763,752900,486275485,9780486275480.0,"Euripides, Rex Warner",-431.0,Mήδεια,Medea,en-GB,3.83,40237,https://images.gr-assets.com/books/1328868366m/752900.jpg,https://images.gr-assets.com/books/1328868366s/752900.jpg
3551,2226,17349,345409469,9780345409460.0,"Carl Sagan, Ann Druyan",1995.0,The Demon-Haunted World: Science as a Candle in the Dark,The Demon-Haunted World: Science as a Candle in the Dark,eng,4.27,40583,https://images.gr-assets.com/books/1405201597m/17349.jpg,https://images.gr-assets.com/books/1405201597s/17349.jpg
3552,5258,17977,061861916X,9780618619160.0,Richard Dawkins,2004.0,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,en-US,4.13,16775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3553,9721,42661,142002801,9780142002800.0,Antony Beevor,1998.0,Berlin: The Downfall 1945,The Fall of Berlin 1945,eng,4.27,8443,https://images.gr-assets.com/books/1312049741m/42661.jpg,https://images.gr-assets.com/books/1312049741s/42661.jpg
3554,6003,65217,698113578,9780698113570.0,"Claire Huchet Bishop, Kurt Wiese",1938.0,The Five Chinese Brothers,The Five Chinese Brothers,eng,4.18,20189,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3555,876,420297,039515023X,9780395150240.0,H.A. Rey,1941.0,Curious George,Curious George,en-CA,4.13,105473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3556,9239,141935,618065687,9780618065680.0,"Margret Rey, H.A. Rey, Martha Weston",2003.0,Curious George Visits the Library,Curious George Visits the Library,en-US,4.25,10561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3557,4419,34898,440421217,9780440421210.0,Ruth Stiles Gannett,1948.0,My Father's Dragon (My Father's Dragon Trilogy),"My Father's Dragon (My Father's Dragon, #1)",eng,4.09,25905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3558,2539,14839,446611778,9780446611770.0,David Baldacci,2001.0,Last Man Standing,Last Man Standing,eng,4.03,36265,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3559,6043,702539,006008216X,9780060082160.0,Elmore Leonard,1990.0,Get Shorty,"Get Shorty (Chili Palmer, #1)",eng,3.95,15747,https://images.gr-assets.com/books/1330673682m/702539.jpg,https://images.gr-assets.com/books/1330673682s/702539.jpg
3560,5080,43993,340686030,9780340686030.0,Greg Iles,1999.0,The Quiet Game,The Quiet Game,eng,4.17,16853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3561,4590,84785,316018953,9780316018950.0,Michael Connelly,2007.0,The Overlook,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",eng,3.91,21154,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3562,902,32508,446612731,9780446612740.0,Michael Connelly,1992.0,The Black Echo,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",eng,4.08,98591,https://images.gr-assets.com/books/1344265342m/32508.jpg,https://images.gr-assets.com/books/1344265342s/32508.jpg
3563,3965,32502,446607274,9780446607280.0,Michael Connelly,1999.0,Angels Flight,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",eng,4.13,25469,https://images.gr-assets.com/books/1440615586m/32502.jpg,https://images.gr-assets.com/books/1440615586s/32502.jpg
3564,3870,76867,446667900,9780446667910.0,Michael Connelly,2000.0,A Darkness More Than Night,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)",eng,4.12,25552,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3565,2751,58962,312941919,9780312941920.0,Michael Connelly,1997.0,Trunk Music,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",eng,4.15,34702,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3566,7211,84786,446694258,9780446694250.0,Michael Connelly,1999.0,Void Moon,Void Moon,eng,3.95,14090,https://images.gr-assets.com/books/1344267460m/84786.jpg,https://images.gr-assets.com/books/1344267460s/84786.jpg
3567,3705,409918,446699543,9780446699550.0,Michael Connelly,2004.0,The Narrows,"The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)",eng,4.09,26274,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3568,966,425029,446350982,9780446350980.0,Scott Turow,1986.0,Presumed Innocent,Presumed Innocent,,4.1,91774,https://images.gr-assets.com/books/1404412704m/425029.jpg,https://images.gr-assets.com/books/1404412704s/425029.jpg
3569,6398,905092,740718584,9780740718590.0,Thomas J. Stanley,2006.0,,The Millionaire Mind,,4.15,14795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3570,3836,74998,074974801X,9780749748010.0,Enid Blyton,1943.0,The Magic Faraway Tree,"The Magic Faraway Tree (The Faraway Tree, #2)",eng,4.29,26364,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3571,5436,253106,763620912,9780763620910.0,Carolyn Mackler,2003.0,"The Earth, My Butt, and Other Big Round Things","The Earth, My Butt, and Other Big Round Things",eng,3.77,21129,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3572,3831,73864,452281903,9780452281900.0,Dave Pelzer,1999.0,A Man Named Dave: A Story of Triumph and Forgiveness,A Man Named Dave (Dave Pelzer #3),en-US,3.87,23605,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3573,7453,4507,553803077,9780553803080.0,Julie Gregory,2003.0,Sickened,Sickened: The Memoir of a Munchausen by Proxy Childhood,,3.72,11860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3574,7869,23419,679779175,9780679779180.0,Alain de Botton,2000.0,The Consolations of Philosophy,The Consolations of Philosophy,en-US,3.99,10291,https://images.gr-assets.com/books/1403191802m/23419.jpg,https://images.gr-assets.com/books/1403191802s/23419.jpg
3575,6307,460635,140089225,9780140089230.0,Keri Hulme,1984.0,The Bone People,The Bone People,en-US,4.06,15110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3576,7706,99297,1402208766,9781402208770.0,Amanda Grange,2005.0,Mr. Darcy's Diary,"Mr. Darcy's Diary (Jane Austen Heroes, #1)",en-GB,3.63,15151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3577,3894,9282,440235162,9780440235160.0,Nicholas Evans,2001.0,The Smoke Jumper,The Smoke Jumper,eng,4.05,25668,https://images.gr-assets.com/books/1403193693m/9282.jpg,https://images.gr-assets.com/books/1403193693s/9282.jpg
3578,5089,764903,006008460X,9780060084610.0,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948.0,Cheaper by the Dozen,Cheaper by the Dozen,eng,3.99,26266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3579,8039,60937,753819481,9780753819490.0,Alice Walker,1989.0,The Temple of My Familiar,The Temple of My Familiar,eng,4.05,11471,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3580,2280,23228,375832998,9780375832990.0,David Levithan,2003.0,Boy Meets Boy,Boy Meets Boy,eng,3.85,48960,https://images.gr-assets.com/books/1356335082m/23228.jpg,https://images.gr-assets.com/books/1356335082s/23228.jpg
3581,8047,126061,451037707,9780451037700.0,James D. Watson,1968.0,The Double Helix: A Personal Account of the Discovery of the Structure of DNA,The Double Helix,eng,3.87,11415,https://images.gr-assets.com/books/1384152213m/126061.jpg,https://images.gr-assets.com/books/1384152213s/126061.jpg
3582,7079,11666,449911942,9780449911940.0,John Updike,1990.0,Rabbit at Rest,Rabbit at Rest (Rabbit Angstrom #4),eng,3.96,12221,https://images.gr-assets.com/books/1320394471m/11666.jpg,https://images.gr-assets.com/books/1320394471s/11666.jpg
3583,3439,89716,142403709,9780142403710.0,Gennifer Choldenko,2004.0,Al Capone Does My Shirts,"Al Capone Does My Shirts (Al Capone at Alcatraz, #1)",eng,3.83,33400,https://images.gr-assets.com/books/1309198452m/89716.jpg,https://images.gr-assets.com/books/1309198452s/89716.jpg
3584,8543,148769,689849230,9780689849240.0,Angela Johnson,2003.0,The First Part Last,"The First Part Last (Heaven, #2)",eng,3.96,12689,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3585,3306,34053,517266555,9780517266560.0,Rudyard Kipling,1902.0,Just So Stories for Little Children,Just So Stories,,4.09,35708,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3586,7341,26123,1400078393,9781400078390.0,Martin E.P. Seligman,1990.0,Learned Optimism: How to Change Your Mind and Your Life,Learned Optimism: How to Change Your Mind and Your Life,en-GB,3.98,11310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3587,4094,39963,142401102,9780142401100.0,Richard Peck,1998.0,A Long Way From Chicago,"A Long Way from Chicago (A Long Way from Chicago, #1)",eng,3.92,27642,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3588,9320,604635,1841956724,9781841956720.0,"Erlend Loe, Tor Ketil Solberg",1996.0,Naiv.Super.,Naïve. Super,eng,3.89,8642,https://images.gr-assets.com/books/1328731029m/604635.jpg,https://images.gr-assets.com/books/1328731029s/604635.jpg
3589,6870,698,307263940,9780307263940.0,Anne Tyler,2006.0,Digging to America,Digging to America,eng,3.53,15484,https://images.gr-assets.com/books/1327901292m/698.jpg,https://images.gr-assets.com/books/1327901292s/698.jpg
3590,8934,621,767923820,9780767923830.0,David Bach,2003.0,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,,3.9,10091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3591,5482,24475,743284887,9780743284880.0,Chuck Klosterman,2006.0,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,en-US,3.85,13892,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3592,6995,434535,1590382234,9781590382230.0,James L. Ferrell,2004.0,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,eng,4.41,12313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3593,8928,47304,038549422X,9780385494230.0,"Erin Gruwell, Zlata Filipović, The Freedom Writers",1999.0,The Freedom Writers Diary: How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them,The Freedom Writers Diary,eng,4.09,10567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3594,6516,39795,1400031524,9781400031530.0,"Henning Mankell, Laurie Thompson",1992.0,Hundarna i Riga,"The Dogs of Riga (Kurt Wallander, #2)",eng,3.72,14794,https://images.gr-assets.com/books/1341858828m/39795.jpg,https://images.gr-assets.com/books/1341858828s/39795.jpg
3595,8556,39798,99459051,9780099459060.0,"Henning Mankell, Ebba Segerberg",1997.0,Brandvägg,"Firewall (Wallander, #8)",eng,3.95,10138,https://images.gr-assets.com/books/1341858941m/39798.jpg,https://images.gr-assets.com/books/1341858941s/39798.jpg
3596,7109,39792,1565849930,9781565849940.0,"Henning Mankell, Laurie Thompson",1994.0,Mannen som log,"The Man Who Smiled (Kurt Wallander, #4)",eng,3.93,12545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3597,8280,39799,99448874,9780099448880.0,"Henning Mankell, Ebba Segerberg",1997.0,Steget efter,"One Step Behind  (Kurt Wallander, #7)",eng,4.08,10619,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3598,5624,52415,1400031540,9781400031540.0,"Henning Mankell, Steven T. Murray",1996.0,Den femte kvinnan,"The Fifth Woman (Kurt Wallander, #6)",eng,4.02,16094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3599,2211,935308,1400031575,9781400031570.0,"Henning Mankell, Steven T. Murray",1991.0,Mördare utan ansikte,"Faceless Killers (Kurt Wallander, #1)",eng,3.78,43861,https://images.gr-assets.com/books/1487941867m/935308.jpg,https://images.gr-assets.com/books/1487941867s/935308.jpg
3600,8387,39801,99464691,9780099464690.0,"Henning Mankell, Laurie Thompson",1993.0,Den vita lejoninnan,"The White Lioness (Kurt Wallander, #3)",eng,3.84,10678,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3601,9451,68099,006074068X,9780060740690.0,Donna Leon,1992.0,Death at La Fenice,"Death at La Fenice (Commissario Brunetti, #1)",en-US,3.81,11705,https://images.gr-assets.com/books/1441466744m/68099.jpg,https://images.gr-assets.com/books/1441466744s/68099.jpg
3602,1978,14241,143035746,9780143035750.0,Mary Karr,1995.0,The Liars' Club: A Memoir,The Liars' Club,eng,3.92,45153,https://images.gr-assets.com/books/1499665766m/14241.jpg,https://images.gr-assets.com/books/1499665766s/14241.jpg
3603,5774,3300,61161535,9780061161540.0,"Isabel Allende, Margaret Sayers Peden",2006.0,Inés del alma mía,Inés of My Soul,en-US,3.9,13539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3604,3511,149196,553280589,9780553280590.0,"Isabel Allende, Margaret Sayers Peden",1987.0,Eva Luna,Eva Luna,,3.95,27534,https://images.gr-assets.com/books/1478631242m/149196.jpg,https://images.gr-assets.com/books/1478631242s/149196.jpg
3605,5853,406373,385031149,9780385031140.0,"Johann Wolfgang von Goethe, Walter Kaufmann",1832.0, Faust. Der Tragödie erster und zweiter Teil ,Faust,eng,3.97,15864,https://images.gr-assets.com/books/1320404568m/406373.jpg,https://images.gr-assets.com/books/1320404568s/406373.jpg
3606,4759,54529,767903579,9780767903580.0,Adeline Yen Mah,1997.0,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,eng,3.88,19598,https://images.gr-assets.com/books/1423952608m/54529.jpg,https://images.gr-assets.com/books/1423952608s/54529.jpg
3607,3080,23814,812966295,9780812966300.0,H. Rider Haggard,1885.0,King Solomon's Mines,"King Solomon's Mines (Allan Quatermain, #1)",eng,3.8,31191,https://images.gr-assets.com/books/1418964233m/23814.jpg,https://images.gr-assets.com/books/1418964233s/23814.jpg
3608,2127,770051,689829531,9780689829540.0,Ian Falconer,2000.0,Olivia,Olivia,en-US,4.13,51185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3609,8508,11229,014118616X,9780141186160.0,"Iris Murdoch, Mary Kinzie",1978.0,"The Sea, the Sea","The Sea, the Sea",eng,3.9,10849,https://images.gr-assets.com/books/1302898449m/11229.jpg,https://images.gr-assets.com/books/1302898449s/11229.jpg
3610,8062,116445,451460413,9780451460420.0,S.M. Stirling,2004.0,Dies the Fire ,"Dies the Fire (Emberverse, #1)",eng,3.92,11912,https://images.gr-assets.com/books/1414175443m/116445.jpg,https://images.gr-assets.com/books/1414175443s/116445.jpg
3611,9277,64732,765301075,9780765301080.0,Greg Bear,1987.0,The Forge of God,"The Forge of God (Forge of God, #1)",eng,3.86,10085,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3612,6150,279561,345457714,9780345457710.0,Richard K. Morgan,2003.0,Broken Angels,"Broken Angels (Takeshi Kovacs, #2)",eng,4.0,15544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
